,Номенклатура,КлассТовара
9635,"Телевизор LCD 32"" (81 см) Sony KDL-32BX320 [HD, 1366x768, DVB-T, 8 Вт х2, HDMI x2, USB]",Средне продаваемый
9636,"IP-камера TP-Link TL-SC3130G, 802.11g (до 54Mbit/s), 640x480",Средне продаваемый
9637,"Сумка LowePro Munich 100, нейлон, чёрный (10.5 x 7.0 x 14.5 см)",Средне продаваемый
9638,"Внешний TV-тюнер Beholder ""Behold TV Voyage"" FM-тюнер Пульт ДУ, USB",Средне продаваемый
9639,Видеокарта PCI-E Asus AMD Radeon HD6970 2048MB 256bit GDDR5 [EAH6970 DCII/2DI4S/2GD5] DVI DisplayPort,Средне продаваемый
9640,"Зарядное устройство SAMSUNG PLEOMAX 1014 Charger [время заряда от 2,5 ч., автоадаптер]",Средне продаваемый
9641,Принтер HP LaserJet Enterprise P3015dn  (A4  1200x1200dpi  40ppm  128Mb  Duplex  2trays 100+500  LAN  USB2.0),Средне продаваемый
9642,Плата Gigabyte Socket-AM3 GA-880GM-UD2H AMD880G/SB710 4xDDR3-1800+ PCI-E HDMI/DVI/DSub 8ch 5xSATA RAID IDE GLAN mATX,Средне продаваемый
9643,Фотобумага Canon PP-201 [2311B003] 10x15 260 г/м² глянцевая (50 л.) (Дубль),Средне продаваемый
9644,"Набор кабелей D-Link DKVM-CB5 для DKVM (2xPS/2, SVGA 15M-15M) 5 м",Средне продаваемый
9645,Мышь беспроводная Gigabyte GM-AIRE M77  2.4GHz USB Dark Blue,Средне продаваемый
9646,"Стабилизатор напряжения Defender AVR REAL 1000 (150В-280В, 1000ВА, 4 роз CEE7)",Средне продаваемый
9647,Сотовый телефон Nokia 5130 XpressMusic Red (MD-9) GSM/TFT/240x320/30Mb/2Мп/MicroSD/GPRS/EDGE/BT/FM,Средне продаваемый
9648,"GPS Навигатор Treelogic TL-7014BGF AV (7""/800x480/BT/FM-трансмиттер/Видеорегистратор/WM CE 5.0+Navitel)",Средне продаваемый
9649,"Рюкзак LowePro SlingShot 102 AW, нейлон/микрофибра, черный/серый (21.0 x 22.0 x 40.5 см)",Средне продаваемый
9650,"БП Corsair TX 850W (80+ Bronze, ATX v2.2, Active PFC, 140mm Fan, Ret.) [CMPSU-850TXV2EU]/[CP-9020043-EU]",Средне продаваемый
9651,"Чехол Roxwill C40 croco, полиуретан, черный",Средне продаваемый
9652,"9,7"" Чехол Hama Jumble для iPad2 [H-101411], полиэстер, вишневый",Средне продаваемый
9653,Смартфон Nokia E6-00 Black GSM/3G/TFT/640x480/8MPix/8Gb/microSD/GPRS/EDGE/WiFi/BT/FM/Symbian^3,Средне продаваемый
9654,"Автомобильный видеорегистратор MYSTERY MDR-810HD (Full HD/120°/экран 2""/MicroSD/HDMI)",Средне продаваемый
9655,Bluetooth гарнитура Nokia BH-105,Средне продаваемый
9656,"Кронштейн для TВ Kromax Slim-4 [15""-37"", фиксирован., до 30 кг, 15 мм от стены, цвет grey titan]",Средне продаваемый
9657,"Штатив ERA ELT-2082C (25-120 см, 650 г, нагрузка до 1 кг)",Средне продаваемый
9658,Мышь проводная SteelSeries SENSEI Fnatic USB (62152),Средне продаваемый
9659,"Футляр Deeson Milly универсальный, кожа, черный, размер 2",Средне продаваемый
9660,"17"" Сумка Riva 8150, нейлон, черный",Средне продаваемый
9661,"Телевизор LCD 32"" (81 см) Polar 81LTV3004 [HD, 1366x768, 3000:1, HDMIx2, USB]",Средне продаваемый
9662,"ПО Microsoft ""Windows 7 Максимальная"" Русская версия DVD (ВОХ) [GLC-00263, GLC-02276]",Средне продаваемый
9663,"15.6"" Ноутбук Samsung NP300V5A-S15RU (HD) i7 2670QM(2.2)/6144/500/NV GT520MX 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7",Средне продаваемый
9664,"Защитный чехол BLACKHORNS для PSP 2000/3000 [набор 4 в 1, чехол, пласт.корп., ремешок,накл.на джойстик,BH-PSP02619(R)]",Средне продаваемый
9665,"7"" Чехол Belsis  Galaxy Tab BG6205, нейлон, фиолетовый",Средне продаваемый
9666,"GPS Навигатор Mio Moov S460 4,3""/TFT/480x272/MicroSD/Bluetooth/WM СЕ6.0 +  Navitel ",Средне продаваемый
9667,Мышь проводная c ковриком G-CUBE GLMR-2020RG Bundle Pack (Royal Glam Black),Средне продаваемый
9668,Смартфон HTC Salsa Blue 800MHz/512+512/320x480/microSD/GSM/3G/EDGE/GPS/BT/WiFi/Cam5/Интеграция с Facebook/Android2.3,Средне продаваемый
9669,Сотовый телефон Fly E147 TV Black GSM/2SIM/TFT/240x320/2MPix/1.4Mb/microSD/BT/GPRS/FM,Средне продаваемый
9670,"Плеер MP3 Apple iPod Nano 16Gb (2010) [ цвет графит, 6th gen]",Средне продаваемый
9671,Футляр Q1 для Samsung N-7000 Galaxy Note,Средне продаваемый
9672,"Футляр Samsonite Toledo универсальный, замша+кожа, коричневый (11.5х6.3х1.3) [H-106511]",Средне продаваемый
9673,"Цифровая камера Olympus SZ-20 Black (16MPix 4608x3456 СуперШирокоугольный 12.5xZoom SD/SDHC/SDXC Li50B LCD3.0"")",Средне продаваемый
9674,"Смартфон Sony Ericsson XPERIA Arc S (LT18i) 4.2"" 1Gb Pink 1x1.4Ghz/512Mb/480x854/TFT/3G/GPS/Cam8.1/Android 2.3",Средне продаваемый
9675,"Фонарь GP Discovery Home Range LHE402 (7LED, 2xD, влагозащищенный корпус)",Средне продаваемый
9676,"16"" Сумка PORT Designs BERLIN, нейлон,  красный",Средне продаваемый
9677,Портативная колонка Bliss Sound PS 520 Braun,Средне продаваемый
9678,"Чехол Roxwill C10, полиуретан, темно-серый",Средне продаваемый
9679,"Цифровой медиа плеер iconBIT XDR10DVBT [без HDD, RTD1183DD, DVB-T,3.5""SATA/USB(A)x2/USB(B)/eSATA/LAN/SD/MS, функ.записи]",Средне продаваемый
9680,"Колонки K-3 [Vigoole] 2.0 C2048 [35 Вт х 2, материал дерево]",Средне продаваемый
9681,"Монитор Acer 21.5"" G225HQvbd [1920x1080, 50000:1, 5мс, 170гор/160вер, DVI, D-Sub]",Средне продаваемый
9682,"Футляр Qumo Chiq Wt универсальный, кожа, белый",Средне продаваемый
9683,"Клавиатура QUMO mini QRK-313 Гибкая, силиконовая,   USB",Средне продаваемый
9684,"GPS Навигатор PRESTIGIO GeoVision 4200BT 4.3""/TFT/480x272/microSD/Bluetooth/WM СЕ6.0 + Navitel",Средне продаваемый
9685,Коммуникатор HTC T8585 Leo (HD2) 1GHz/448Mb+512Mb/480x800/microSD/GSM/3G/GPRS/EDGE/BT/WiFi/GPS/FM/Cam5/WM6.5Pro,Средне продаваемый
9686,"Кабель цифровой DisplayPort to DisplayPort 20M/20M, 1.8m",Средне продаваемый
9687,"Пленка защитная Media Gadget Premium универсальная 7"" (152x92mm)",Средне продаваемый
9688,Пленка защитная ALWISE/Clear для Samsung S5560,Средне продаваемый
9689,"Фонарик ORIENT ALL-1201, питание от а/м прикуривателя",Средне продаваемый
9690,"Коврик  RantoPad H3 Colonel 280x360 Игровой, Тканевый,  Гладкая поверхность, Резиновое основание",Средне продаваемый
9691,"Цифровая камера Olympus SZ-20 Silver (16MPix 4608x3456 СуперШирокоугольный 12.5xZoom SD/SDHC/SDXC Li50B LCD3.0"")",Средне продаваемый
9692,"Цифровая камера SONY H70B Red (16MPix 4608x3456 10xZoom SD/SDHC NP-BG1 LCD3.0"")",Средне продаваемый
9693,"Колонки 2.1 Edifier X3 Black [2х8W+ Subwoofer 18W, материал дерево]",Средне продаваемый
9694,"7.7"" Планшетный ПК Samsung Galaxy Tab 7.7 64Гб 3G Silver [GT-P6800LSFSER] 1.4ГГц/1Гб+64Гб/Емк. 1280x800/WiFi/BT/3G/A 3",Средне продаваемый
9695,"Монитор Samsung 27"" T27A750 [TV, 3D, LED, 1920x1080, 5М:1, 3 мс, 170гор/160вер, 7Вт х2, USB-плеер, HDMI x2, SCART]",Средне продаваемый
9696,Смартфон Acer Iconia Smart S300 Black 1GHz/512+512Mb/480x1024/microSD/GSM/3G/EDGE/GPS/BT/WiFi/Cam8/Android2.3,Средне продаваемый
9697,Смартфон LG P350 Optimus Me Red 600MHz/150Mb/microSD/3G/BT/WiFi/GSM/GPRS/EDGE/GPS/Android 2.2,Средне продаваемый
9698,"Портативный аккумулятор MiLi Power Miracle (2000 mAh, 6 адаптеров, черный) [HB-B20]",Средне продаваемый
9699,Пленка защитная Media Gadget Premium для HTC Mozart,Средне продаваемый
9700,"Портативный DVD/MPEG4 Mystery MPS-108 [черный, 10"", поворотный, ТВ-тюнер, 1024x576, MP3/MPEG4/JPEG, SD/USB, 220В/12В]",Средне продаваемый
9701,"16"" Сумка PORT Designs BERLIN, нейлон,  коричневый",Средне продаваемый
9702,"10"" Планшетный ПК ARCHOS 101 16Гб  1 ГГц/512Мб+16Гб/Емк. 1024x600/microSD/WiFi/BT/Cam 0.3Мп/Android 2.2",Средне продаваемый
9703,"Монитор BenQ 21.5"" VW2220 [LED, 1920x1080, 5000:1(DCR 20M:1), 8мс, 178гор/178вер, DVI, D-Sub]",Средне продаваемый
9704,Смартфон Nokia E72 Topaz Brown GSM/3G/TFT/240x320/5Мп/250Мб/MicroSD/GPRS/EDGE/WiFi/BT/GPS/FM/Symbian 9.3,Средне продаваемый
9705,"Заправочный набор Colouring, чернила для принтеров Epson универсальные (1*30ml) Black",Средне продаваемый
9706,"10"" Чехол Tucano Elements Apple (BF-NU-IP), неопрен, чёрный ",Средне продаваемый
9707,"Регулятор в панель 5.25"" скорости вращения 6 вентиляторов Zalman [ZM-MFC1 Plus]",Средне продаваемый
9708,"15.6"" Ноутбук Lenovo Y570 (59-315575)(HD) i5 2430M(2.4)/6144/750/NV GT555 1Gb/DVD-SMulti/WiMAX/WiFi/BT/Cam/MS Win7",Средне продаваемый
9709,"Монитор BenQ 24"" EW2420 [LED, 1920x1080, 3000:1(DC 20M:1), 8мс, 170гор/160вер, DVI, D-Sub, HDMIx2, USBx4, 1Вт х2]",Средне продаваемый
9710,Микрофон Plantronics Audio 300 [на ножке],Средне продаваемый
9711,Корпус MicroATX CaseCom CM-262 (470 W),Средне продаваемый
9712,"Телевизор LED 32"" (81 см) LG 32LV370S [FHD, 1920x1080, 3М:1, DVB-T/C/S/S2, 10Вт х2,HDMIx3,USB,LAN,WiFi(опц),SmartTV]",Средне продаваемый
9713,"Кулер GlacialTech Igloo 5710 Plus Silent (AlCu, 3 трубки, 19dBA, 1300 rpm) LGA 775/1366 AM2/AM2+/AM3",Средне продаваемый
9714,"Проектор BenQ MS500 [DLP, 800x600, 4000:1, 2500 Lm, моно 2 Вт, 2.5 кг, 27 дБ]",Средне продаваемый
9715,Машина радиоуправляемая Func MC-20s,Средне продаваемый
9716,"Кулер Zalman CNPS12X (Al+Cu, 6трубок, 22-24дБ, 850-1200 об/мин) LGA-775/1150/1155/1156/AM2/AM2+/AM3/AM3+/FM1/FM2",Средне продаваемый
9717,"Кулер Thermaltake SpinQ VT (CLP0554)  (Al+Cu, 3 тепловые трубки, 19-28 дБа, 1000-1600 об/мин) Socket-775/1156/1366/939/",Средне продаваемый
9718,"Колонки Dialog 2.0 AT-02W [2х3Вт, пластик]",Средне продаваемый
9719,Картридж Epson T0485 для Stylus Photo R200/R220/R300/R320/RX500/RX600/RX620 Light Cyan (Ориг.),Средне продаваемый
9720,"Корпус Fulltower ATX CoolerMaster CM Storm Sniper Black [SGC-6000-KXN1/KWN1-GP] black, без БП",Средне продаваемый
9721,Prestige XL SSD [0140227] Core i7-2600K (3.4GHz)/8GB/GTX 570 (1280)/SSD 120Gb/1TB/DVD±RW/CR/Без ПО,Средне продаваемый
9722,"15.6"" Ноутбук DELL Inspiron N5110-7991 Black (HD) i3 2350M(2.3)/3072/500/NV GT525M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7",Средне продаваемый
9723,Видеокарта PCI-E Asus AMD Radeon HD6750 1024MB 128bit GDDR5 [EAH6750/DI/1GD5] DVI D-Sub HDMI _,Средне продаваемый
9724,"Кулер Noctua NH-D14 (Al+Cu, трубки, 900-1300rpm, 13-20dBA) LGA775/1150/1155/1156/1366, AM2+, AM3",Средне продаваемый
9725,Объектив Canon EF 85mm F1.8 USM,Средне продаваемый
9726,Принтер Samsung ML-2165W  (A4  1200x1200dpi  20ppm  300MHz  32Mb  Wi-Fi (802.11n)  USB2.0),Средне продаваемый
9727,Гарнитура стерео Jabra Rhythm Black,Средне продаваемый
9728,СЗУ Prolife Platinum (220V => 2xUSB 2.1A),Средне продаваемый
9729,Память SanDisk (SDHC) 32 Gb class 2/4,Средне продаваемый
9730,"15.6"" Ноутбук Samsung NP305V5A-T08RU (HD) AMD A8-3530MX(1.9)/4096/500/AMD HD6620+6630 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7",Средне продаваемый
